Unnamed: 0,driving exp,since,age,gender,education,income,SoC,distance,charging fee,charge,ch
3907,less than a year,2021,41-50,male,bachelor's degree,above average,51-70%,0,below normal,0.79554397,1
3908,less than a year,2021,41-50,male,bachelor's degree,above average,51-70%,0,normal,0.6731287,0
3909,less than a year,2021,41-50,male,bachelor's degree,above average,51-70%,0,above normal,0.44612482,0
3910,less than a year,2021,41-50,male,bachelor's degree,above average,51-70%,15,below normal,0.50095695,0
3911,less than a year,2021,41-50,male,bachelor's degree,above average,51-70%,15,normal,0.32877865,0
3912,less than a year,2021,41-50,male,bachelor's degree,above average,51-70%,15,above normal,0.19741692,0
3913,less than a year,2021,41-50,male,bachelor's degree,above average,51-70%,30,below normal,0.2958373,0
3914,less than a year,2021,41-50,male,bachelor's degree,above average,51-70%,30,normal,0.122310385,0
3915,less than a year,2021,41-50,male,bachelor's degree,above average,51-70%,30,above normal,0.06981793,0
3916,1-3 years,2022,41-50,male,bachelor's degree,average,10-30%,0,below normal,0.9986374,1
3917,1-3 years,2022,41-50,male,bachelor's degree,average,10-30%,0,normal,0.9982533,1
3918,1-3 years,2022,41-50,male,bachelor's degree,average,10-30%,0,above normal,0.94575036,1
3919,1-3 years,2022,41-50,male,bachelor's degree,average,10-30%,15,below normal,0.9961624,1
3920,1-3 years,2022,41-50,male,bachelor's degree,average,10-30%,15,normal,0.99488515,0
3921,1-3 years,2022,41-50,male,bachelor's degree,average,10-30%,15,above normal,0.8991068,1
3922,1-3 years,2022,41-50,male,bachelor's degree,average,10-30%,30,below normal,0.98887026,0
3923,1-3 years,2022,41-50,male,bachelor's degree,average,10-30%,30,normal,0.9846587,1
3924,1-3 years,2022,41-50,male,bachelor's degree,average,10-30%,30,above normal,0.8199923,1
3925,1-3 years,2022,41-50,male,bachelor's degree,average,31-50%,0,below normal,0.99376833,1
3926,1-3 years,2022,41-50,male,bachelor's degree,average,31-50%,0,normal,0.9901232,1
3927,1-3 years,2022,41-50,male,bachelor's degree,average,31-50%,0,above normal,0.5815038,0
3928,1-3 years,2022,41-50,male,bachelor's degree,average,31-50%,15,below normal,0.98068756,1
3929,1-3 years,2022,41-50,male,bachelor's degree,average,31-50%,15,normal,0.95974994,1
3930,1-3 years,2022,41-50,male,bachelor's degree,average,31-50%,15,above normal,0.4153009,0
3931,1-3 years,2022,41-50,male,bachelor's degree,average,31-50%,30,below normal,0.92353827,1
3932,1-3 years,2022,41-50,male,bachelor's degree,average,31-50%,30,normal,0.85011166,1
3933,1-3 years,2022,41-50,male,bachelor's degree,average,31-50%,30,above normal,0.2663665,0
3934,1-3 years,2022,41-50,male,bachelor's degree,average,51-70%,0,below normal,0.9400497,1
3935,1-3 years,2022,41-50,male,bachelor's degree,average,51-70%,0,normal,0.8611506,1
3936,1-3 years,2022,41-50,male,bachelor's degree,average,51-70%,0,above normal,0.099707186,0
3937,1-3 years,2022,41-50,male,bachelor's degree,average,51-70%,15,below normal,0.7885712,1
3938,1-3 years,2022,41-50,male,bachelor's degree,average,51-70%,15,normal,0.62581694,0
3939,1-3 years,2022,41-50,male,bachelor's degree,average,51-70%,15,above normal,0.05357924,0
3940,1-3 years,2022,41-50,male,bachelor's degree,average,51-70%,30,below normal,0.4700983,0
3941,1-3 years,2022,41-50,male,bachelor's degree,average,51-70%,30,normal,0.29407102,0
3942,1-3 years,2022,41-50,male,bachelor's degree,average,51-70%,30,above normal,0.027688982,0
3943,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,0,below normal,0.9895829,1
3944,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,0,normal,0.990697,1
3945,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,0,above normal,0.9794276,1
3946,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,15,below normal,0.96658874,1
3947,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,15,normal,0.968116,1
3948,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,15,above normal,0.93157995,1
3949,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,30,below normal,0.8980666,1
3950,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,30,normal,0.8835723,1
3951,less than a year,2020,31-40,male,doctoral degree,above average,10-30%,30,above normal,0.78052026,1
3952,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,0,below normal,0.94181156,1
3953,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,0,normal,0.9077101,1
3954,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,0,above normal,0.8187533,1
3955,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,15,below normal,0.80179876,1
3956,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,15,normal,0.7108358,1
3957,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,15,above normal,0.5853628,0
3958,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,30,below normal,0.56992245,0
3959,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,30,normal,0.38057762,0
3960,less than a year,2020,31-40,male,doctoral degree,above average,31-50%,30,above normal,0.2673453,0
3961,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,0,below normal,0.5671713,0
3962,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,0,normal,0.44329277,0
3963,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,0,above normal,0.22924665,0
3964,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,15,below normal,0.29411715,0
3965,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,15,normal,0.16598518,0
3966,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,15,above normal,0.091693975,0
3967,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,30,below normal,0.16506584,0
3968,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,30,normal,0.07780657,0
3969,less than a year,2020,31-40,male,doctoral degree,above average,51-70%,30,above normal,0.03014548,0
3970,less than a year,2018,41-50,male,doctoral degree,average,10-30%,0,below normal,0.9895103,1
3971,less than a year,2018,41-50,male,doctoral degree,average,10-30%,0,normal,0.98846483,1
3972,less than a year,2018,41-50,male,doctoral degree,average,10-30%,0,above normal,0.87241304,1
3973,less than a year,2018,41-50,male,doctoral degree,average,10-30%,15,below normal,0.96636105,1
3974,less than a year,2018,41-50,male,doctoral degree,average,10-30%,15,normal,0.9642701,1
3975,less than a year,2018,41-50,male,doctoral degree,average,10-30%,15,above normal,0.7823105,1
3976,less than a year,2018,41-50,male,doctoral degree,average,10-30%,30,below normal,0.8943531,1
3977,less than a year,2018,41-50,male,doctoral degree,average,10-30%,30,normal,0.8947314,1
3978,less than a year,2018,41-50,male,doctoral degree,average,10-30%,30,above normal,0.661319,0
3979,less than a year,2018,41-50,male,doctoral degree,average,31-50%,0,below normal,0.95278645,1
3980,less than a year,2018,41-50,male,doctoral degree,average,31-50%,0,normal,0.9185047,1
3981,less than a year,2018,41-50,male,doctoral degree,average,31-50%,0,above normal,0.32058555,0
3982,less than a year,2018,41-50,male,doctoral degree,average,31-50%,15,below normal,0.86049885,1
3983,less than a year,2018,41-50,male,doctoral degree,average,31-50%,15,normal,0.74340194,1
3984,less than a year,2018,41-50,male,doctoral degree,average,31-50%,15,above normal,0.19134222,0
3985,less than a year,2018,41-50,male,doctoral degree,average,31-50%,30,below normal,0.6145497,0
3986,less than a year,2018,41-50,male,doctoral degree,average,31-50%,30,normal,0.4281911,0
3987,less than a year,2018,41-50,male,doctoral degree,average,31-50%,30,above normal,0.11391934,0
3988,less than a year,2018,41-50,male,doctoral degree,average,51-70%,0,below normal,0.6305198,0
3989,less than a year,2018,41-50,male,doctoral degree,average,51-70%,0,normal,0.4578992,0
3990,less than a year,2018,41-50,male,doctoral degree,average,51-70%,0,above normal,0.031534515,0
3991,less than a year,2018,41-50,male,doctoral degree,average,51-70%,15,below normal,0.3060793,0
3992,less than a year,2018,41-50,male,doctoral degree,average,51-70%,15,normal,0.17161477,0
3993,less than a year,2018,41-50,male,doctoral degree,average,51-70%,15,above normal,0.0153404,0
3994,less than a year,2018,41-50,male,doctoral degree,average,51-70%,30,below normal,0.17188849,0
3995,less than a year,2018,41-50,male,doctoral degree,average,51-70%,30,normal,0.06407941,0
3996,less than a year,2018,41-50,male,doctoral degree,average,51-70%,30,above normal,0.010095265,0
3997,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,0,below normal,0.9936168,1
3998,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,0,normal,0.98920435,1
3999,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,0,above normal,0.9589692,1
4000,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,15,below normal,0.9832844,1
4001,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,15,normal,0.9708247,1
4002,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,15,above normal,0.9033371,1
4003,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,30,below normal,0.95159036,1
4004,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,30,normal,0.89289933,0
4005,1-3 years,2019,50-60,male,high school diploma,above average,10-30%,30,above normal,0.7397968,1
4006,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,0,below normal,0.93813634,1
4007,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,0,normal,0.8137158,1
4008,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,0,above normal,0.53321075,0
4009,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,15,below normal,0.8529387,1
4010,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,15,normal,0.6255592,0
4011,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,15,above normal,0.3248844,0
4012,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,30,below normal,0.6332801,0
4013,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,30,normal,0.35067895,0
4014,1-3 years,2019,50-60,male,high school diploma,above average,31-50%,30,above normal,0.16697426,0
4015,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,0,below normal,0.42487836,0
4016,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,0,normal,0.22473481,0
4017,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,0,above normal,0.104705766,0
4018,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,15,below normal,0.32145545,0
4019,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,15,normal,0.1211383,0
4020,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,15,above normal,0.07641894,0
4021,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,30,below normal,0.22606699,0
4022,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,30,normal,0.08121091,0
4023,1-3 years,2019,50-60,male,high school diploma,above average,51-70%,30,above normal,0.046920065,0
4024,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,0,below normal,0.9996587,1
4025,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,0,normal,0.9987135,1
4026,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,0,above normal,0.9713634,1
4027,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,15,below normal,0.99902713,1
4028,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,15,normal,0.9976324,1
4029,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,15,above normal,0.9568517,1
4030,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,30,below normal,0.9968811,1
4031,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,30,normal,0.995647,1
4032,less than a year,2022,above 60,male,bachelor's degree,below average,10-30%,30,above normal,0.9354749,1
4033,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,0,below normal,0.99842834,1
4034,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,0,normal,0.99317694,1
4035,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,0,above normal,0.87356365,1
4036,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,15,below normal,0.9953229,1
4037,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,15,normal,0.9880614,1
4038,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,15,above normal,0.8218191,1
4039,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,30,below normal,0.98616624,1
4040,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,30,normal,0.9782251,1
4041,less than a year,2022,above 60,male,bachelor's degree,below average,31-50%,30,above normal,0.74756175,1
4042,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,0,below normal,0.9924609,1
4043,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,0,normal,0.9574004,1
4044,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,0,above normal,0.35501426,0
4045,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,15,below normal,0.9778265,1
4046,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,15,normal,0.9411164,1
4047,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,15,above normal,0.2824765,0
4048,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,30,below normal,0.9365993,1
4049,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,30,normal,0.89820385,1
4050,less than a year,2022,above 60,male,bachelor's degree,below average,51-70%,30,above normal,0.16416499,0
4051,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,0,below normal,0.9995198,1
4052,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,0,normal,0.9881662,1
4053,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,0,above normal,0.65760475,0
4054,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,15,below normal,0.99873143,1
4055,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,15,normal,0.9820118,1
4056,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,15,above normal,0.49539918,0
4057,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,30,below normal,0.9963193,1
4058,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,30,normal,0.9727447,1
4059,3-5 years,2022,41-50,female,bachelor's degree,below average,10-30%,30,above normal,0.3341559,0
4060,3-5 years,2022,41-50,female,bachelor's degree,below average,31-50%,0,below normal,0.9971986,1
