number,driving exp,since,age,gender,education,income,SoC,distance,charging fee,charge
5406,3-5 years,2021,above 60,female,below high school diploma,above average,10-30%,medium,normal,1
5407,3-5 years,2021,above 60,female,below high school diploma,above average,51-70%,short,below normal,0
5408,3-5 years,2021,above 60,female,below high school diploma,above average,51-70%,short,normal,0
5409,3-5 years,2021,above 60,female,below high school diploma,above average,31-50%,long,above normal,1
5410,3-5 years,2021,above 60,female,below high school diploma,above average,51-70%,long,below normal,0
5411,3-5 years,2021,above 60,female,below high school diploma,above average,31-50%,short,below normal,1
5412,3-5 years,2021,above 60,female,below high school diploma,above average,10-30%,short,below normal,1
5413,3-5 years,2021,above 60,female,below high school diploma,above average,10-30%,short,normal,1
5414,3-5 years,2021,above 60,female,below high school diploma,above average,10-30%,long,above normal,1
5415,3-5 years,2021,above 60,female,below high school diploma,above average,31-50%,short,above normal,1
5416,3-5 years,2021,above 60,female,below high school diploma,above average,51-70%,medium,below normal,0
5417,3-5 years,2021,above 60,female,below high school diploma,above average,10-30%,short,above normal,1
5418,3-5 years,2021,above 60,female,below high school diploma,above average,10-30%,medium,below normal,1
5419,3-5 years,2021,above 60,female,below high school diploma,above average,31-50%,short,normal,1
5420,3-5 years,2021,above 60,female,below high school diploma,above average,10-30%,long,normal,1
5421,3-5 years,2021,above 60,female,below high school diploma,above average,31-50%,medium,normal,1
5422,3-5 years,2021,above 60,female,below high school diploma,above average,31-50%,medium,below normal,1
5423,3-5 years,2021,above 60,female,below high school diploma,above average,10-30%,medium,above normal,1
5424,3-5 years,2021,above 60,female,below high school diploma,above average,31-50%,medium,above normal,1
5425,3-5 years,2021,above 60,female,below high school diploma,above average,51-70%,short,above normal,0
5426,3-5 years,2021,above 60,female,below high school diploma,above average,31-50%,long,below normal,1
5427,3-5 years,2021,above 60,female,below high school diploma,above average,51-70%,medium,normal,0
5428,1-3 years,2021,31-40,male,bachelor's degree,below average,10-30%,medium,normal,1
5429,1-3 years,2021,31-40,male,bachelor's degree,below average,31-50%,long,below normal,1
5430,1-3 years,2021,31-40,male,bachelor's degree,below average,51-70%,medium,below normal,1
5431,1-3 years,2021,31-40,male,bachelor's degree,below average,10-30%,medium,below normal,1
5432,1-3 years,2021,31-40,male,bachelor's degree,below average,31-50%,short,above normal,0
5433,1-3 years,2021,31-40,male,bachelor's degree,below average,51-70%,medium,normal,0
5434,1-3 years,2021,31-40,male,bachelor's degree,below average,31-50%,short,normal,0
5435,1-3 years,2021,31-40,male,bachelor's degree,below average,31-50%,short,below normal,1
5436,1-3 years,2021,31-40,male,bachelor's degree,below average,51-70%,long,normal,0
5437,1-3 years,2021,31-40,male,bachelor's degree,below average,51-70%,medium,above normal,0
5438,1-3 years,2021,31-40,male,bachelor's degree,below average,51-70%,long,above normal,0
5439,1-3 years,2021,31-40,male,bachelor's degree,below average,10-30%,long,below normal,1
5440,1-3 years,2021,31-40,male,bachelor's degree,below average,31-50%,long,normal,1
5441,1-3 years,2021,31-40,male,bachelor's degree,below average,10-30%,short,normal,1
5442,1-3 years,2021,31-40,male,bachelor's degree,below average,31-50%,medium,above normal,0
5443,1-3 years,2021,31-40,male,bachelor's degree,below average,51-70%,short,above normal,0
5444,1-3 years,2021,31-40,male,bachelor's degree,below average,10-30%,short,below normal,1
5445,1-3 years,2021,31-40,male,bachelor's degree,below average,10-30%,medium,above normal,0
5446,1-3 years,2021,31-40,male,bachelor's degree,below average,51-70%,long,below normal,1
5447,1-3 years,2021,31-40,male,bachelor's degree,below average,10-30%,short,above normal,0
5448,1-3 years,2021,31-40,male,bachelor's degree,below average,10-30%,long,above normal,0
5449,1-3 years,2021,31-40,male,bachelor's degree,below average,31-50%,long,above normal,0
5450,1-3 years,2021,31-40,male,bachelor's degree,below average,51-70%,short,normal,0
5451,1-3 years,2021,31-40,male,bachelor's degree,below average,31-50%,medium,normal,1
5452,1-3 years,2021,31-40,male,bachelor's degree,below average,10-30%,long,normal,1
5453,1-3 years,2021,31-40,male,bachelor's degree,below average,31-50%,medium,below normal,1
5454,1-3 years,2021,31-40,male,bachelor's degree,below average,51-70%,short,below normal,1
5455,more than 10 years,2021,41-50,male,high school diploma,below average,10-30%,short,normal,1
5456,more than 10 years,2021,41-50,male,high school diploma,below average,31-50%,long,below normal,1
5457,more than 10 years,2021,41-50,male,high school diploma,below average,31-50%,long,above normal,0
5458,more than 10 years,2021,41-50,male,high school diploma,below average,31-50%,short,below normal,1
5459,more than 10 years,2021,41-50,male,high school diploma,below average,51-70%,medium,normal,0
5460,more than 10 years,2021,41-50,male,high school diploma,below average,51-70%,long,above normal,0
5461,more than 10 years,2021,41-50,male,high school diploma,below average,10-30%,long,below normal,1
5462,more than 10 years,2021,41-50,male,high school diploma,below average,10-30%,medium,above normal,0
5463,more than 10 years,2021,41-50,male,high school diploma,below average,10-30%,short,above normal,0
5464,more than 10 years,2021,41-50,male,high school diploma,below average,51-70%,short,below normal,1
5465,more than 10 years,2021,41-50,male,high school diploma,below average,10-30%,short,below normal,1
5466,more than 10 years,2021,41-50,male,high school diploma,below average,10-30%,medium,below normal,1
5467,more than 10 years,2021,41-50,male,high school diploma,below average,10-30%,long,normal,1
5468,more than 10 years,2021,41-50,male,high school diploma,below average,51-70%,short,normal,0
5469,more than 10 years,2021,41-50,male,high school diploma,below average,51-70%,medium,below normal,1
5470,more than 10 years,2021,41-50,male,high school diploma,below average,10-30%,long,above normal,0
5471,more than 10 years,2021,41-50,male,high school diploma,below average,31-50%,medium,normal,1
5472,more than 10 years,2021,41-50,male,high school diploma,below average,31-50%,long,normal,1
5473,more than 10 years,2021,41-50,male,high school diploma,below average,31-50%,short,above normal,0
5474,more than 10 years,2021,41-50,male,high school diploma,below average,51-70%,short,above normal,0
5475,more than 10 years,2021,41-50,male,high school diploma,below average,10-30%,medium,normal,1
5476,more than 10 years,2021,41-50,male,high school diploma,below average,31-50%,short,normal,1
5477,more than 10 years,2021,41-50,male,high school diploma,below average,51-70%,long,normal,0
5478,more than 10 years,2021,41-50,male,high school diploma,below average,51-70%,long,below normal,1
5479,more than 10 years,2021,41-50,male,high school diploma,below average,31-50%,medium,below normal,1
5480,more than 10 years,2021,41-50,male,high school diploma,below average,51-70%,medium,above normal,0
5481,more than 10 years,2021,41-50,male,high school diploma,below average,31-50%,medium,above normal,0
5482,3-5 years,2022,18-30,male,below high school diploma,below average,10-30%,long,below normal,1
5483,3-5 years,2022,18-30,male,below high school diploma,below average,10-30%,medium,below normal,1
5484,less than a year,2022,18-30,male,high school diploma,below average,10-30%,medium,above normal,0
5485,less than a year,2022,18-30,male,high school diploma,below average,10-30%,long,normal,0
5486,3-5 years,2022,18-30,male,below high school diploma,below average,51-70%,medium,normal,0
5487,less than a year,2022,18-30,male,high school diploma,below average,31-50%,long,below normal,0
5488,less than a year,2022,18-30,male,high school diploma,below average,31-50%,short,above normal,0
5489,less than a year,2022,18-30,male,high school diploma,below average,31-50%,medium,normal,0
5490,3-5 years,2022,18-30,male,below high school diploma,below average,31-50%,long,normal,0
5491,3-5 years,2022,18-30,male,below high school diploma,below average,10-30%,short,normal,1
5492,3-5 years,2022,18-30,male,below high school diploma,below average,10-30%,long,normal,0
5493,3-5 years,2022,18-30,male,below high school diploma,below average,10-30%,short,below normal,1
5494,3-5 years,2022,18-30,male,below high school diploma,below average,31-50%,short,below normal,0
5495,less than a year,2022,18-30,male,high school diploma,below average,10-30%,medium,normal,1
5496,less than a year,2022,18-30,male,high school diploma,below average,51-70%,short,below normal,0
5497,3-5 years,2022,18-30,male,below high school diploma,below average,10-30%,short,above normal,0
5498,3-5 years,2022,18-30,male,below high school diploma,below average,31-50%,short,above normal,0
5499,3-5 years,2022,18-30,male,below high school diploma,below average,10-30%,long,above normal,0
5500,less than a year,2022,18-30,male,high school diploma,below average,51-70%,medium,above normal,0
5501,3-5 years,2022,18-30,male,below high school diploma,below average,51-70%,medium,above normal,0
5502,3-5 years,2022,18-30,male,below high school diploma,below average,10-30%,medium,normal,1
5503,less than a year,2022,18-30,male,high school diploma,below average,10-30%,short,below normal,1
5504,3-5 years,2022,18-30,male,below high school diploma,below average,31-50%,medium,above normal,0
5505,less than a year,2022,18-30,male,high school diploma,below average,31-50%,long,above normal,0
5506,less than a year,2022,18-30,male,high school diploma,below average,51-70%,medium,normal,0
5507,less than a year,2022,18-30,male,high school diploma,below average,10-30%,short,normal,1
5508,less than a year,2022,18-30,male,high school diploma,below average,31-50%,long,normal,0
5509,less than a year,2022,18-30,male,high school diploma,below average,51-70%,long,below normal,0
5510,less than a year,2022,18-30,male,high school diploma,below average,10-30%,short,above normal,0
5511,3-5 years,2022,18-30,male,below high school diploma,below average,31-50%,medium,below normal,1
5512,3-5 years,2022,18-30,male,below high school diploma,below average,51-70%,short,below normal,0
5513,3-5 years,2022,18-30,male,below high school diploma,below average,51-70%,long,below normal,0
5514,less than a year,2022,18-30,male,high school diploma,below average,10-30%,long,above normal,0
5515,3-5 years,2022,18-30,male,below high school diploma,below average,31-50%,long,below normal,1
5516,less than a year,2022,18-30,male,high school diploma,below average,51-70%,long,normal,0
5517,3-5 years,2022,18-30,male,below high school diploma,below average,10-30%,medium,above normal,0
5518,less than a year,2022,18-30,male,high school diploma,below average,31-50%,short,below normal,1
5519,less than a year,2022,18-30,male,high school diploma,below average,51-70%,medium,below normal,0
5520,less than a year,2022,18-30,male,high school diploma,below average,31-50%,short,normal,1
5521,less than a year,2022,18-30,male,high school diploma,below average,51-70%,short,above normal,0
5522,3-5 years,2022,18-30,male,below high school diploma,below average,51-70%,short,normal,0
5523,3-5 years,2022,18-30,male,below high school diploma,below average,51-70%,medium,below normal,1
5524,3-5 years,2022,18-30,male,below high school diploma,below average,31-50%,long,above normal,0
5525,less than a year,2022,18-30,male,high school diploma,below average,51-70%,long,above normal,0
5526,less than a year,2022,18-30,male,high school diploma,below average,10-30%,long,below normal,0
5527,3-5 years,2022,18-30,male,below high school diploma,below average,51-70%,long,above normal,0
5528,less than a year,2022,18-30,male,high school diploma,below average,10-30%,medium,below normal,1
5529,less than a year,2022,18-30,male,high school diploma,below average,51-70%,short,normal,0
5530,less than a year,2022,18-30,male,high school diploma,below average,31-50%,medium,below normal,1
5531,3-5 years,2022,18-30,male,below high school diploma,below average,51-70%,long,normal,0
5532,3-5 years,2022,18-30,male,below high school diploma,below average,31-50%,medium,normal,0
5533,3-5 years,2022,18-30,male,below high school diploma,below average,31-50%,short,normal,1
5534,3-5 years,2022,18-30,male,below high school diploma,below average,51-70%,short,above normal,0
5535,less than a year,2022,18-30,male,high school diploma,below average,31-50%,medium,above normal,0
5536,1-3 years,2021,18-30,male,master's degree,above average,10-30%,medium,above normal,1
5537,1-3 years,2021,18-30,male,master's degree,above average,31-50%,long,normal,1
5538,1-3 years,2021,18-30,male,master's degree,above average,10-30%,medium,below normal,1
5539,1-3 years,2021,18-30,male,master's degree,above average,51-70%,medium,normal,1
5540,1-3 years,2021,18-30,male,master's degree,above average,31-50%,medium,normal,1
5541,1-3 years,2021,18-30,male,master's degree,above average,31-50%,short,normal,1
5542,1-3 years,2021,18-30,male,master's degree,above average,10-30%,medium,normal,1
5543,1-3 years,2021,18-30,male,master's degree,above average,10-30%,short,normal,1
5544,1-3 years,2021,18-30,male,master's degree,above average,31-50%,medium,below normal,1
5545,1-3 years,2021,18-30,male,master's degree,above average,31-50%,short,below normal,1
5546,1-3 years,2021,18-30,male,master's degree,above average,31-50%,long,below normal,1
5547,1-3 years,2021,18-30,male,master's degree,above average,51-70%,short,normal,1
5548,1-3 years,2021,18-30,male,master's degree,above average,51-70%,long,above normal,0
