,driving exp,since when are you using electric vehicles?,age,gender,education,income,SoC,queuing time,charging fee
4081,5-10 years,2019,18-30,male,master's degree,below average,10-30%,15,below normal
4082,5-10 years,2019,18-30,male,master's degree,below average,10-30%,15,normal
4083,5-10 years,2019,18-30,male,master's degree,below average,10-30%,15,above normal
4084,5-10 years,2019,18-30,male,master's degree,below average,10-30%,30,below normal
4085,5-10 years,2019,18-30,male,master's degree,below average,10-30%,30,normal
4086,5-10 years,2019,18-30,male,master's degree,below average,10-30%,30,above normal
4087,5-10 years,2019,18-30,male,master's degree,below average,31-50%,0,below normal
4088,5-10 years,2019,18-30,male,master's degree,below average,31-50%,0,normal
4089,5-10 years,2019,18-30,male,master's degree,below average,31-50%,0,above normal
4090,5-10 years,2019,18-30,male,master's degree,below average,31-50%,15,below normal
4091,5-10 years,2019,18-30,male,master's degree,below average,31-50%,15,normal
4092,5-10 years,2019,18-30,male,master's degree,below average,31-50%,15,above normal
4093,5-10 years,2019,18-30,male,master's degree,below average,31-50%,30,below normal
4094,5-10 years,2019,18-30,male,master's degree,below average,31-50%,30,normal
4095,5-10 years,2019,18-30,male,master's degree,below average,31-50%,30,above normal
4096,5-10 years,2019,18-30,male,master's degree,below average,51-70%,0,below normal
4097,5-10 years,2019,18-30,male,master's degree,below average,51-70%,0,normal
4098,5-10 years,2019,18-30,male,master's degree,below average,51-70%,0,above normal
4099,5-10 years,2019,18-30,male,master's degree,below average,51-70%,15,below normal
4100,5-10 years,2019,18-30,male,master's degree,below average,51-70%,15,normal
4101,5-10 years,2019,18-30,male,master's degree,below average,51-70%,15,above normal
4102,5-10 years,2019,18-30,male,master's degree,below average,51-70%,30,below normal
4103,5-10 years,2019,18-30,male,master's degree,below average,51-70%,30,normal
4104,5-10 years,2019,18-30,male,master's degree,below average,51-70%,30,above normal
4105,less than a year,2022,18-30,male,bachelor's degree,above average,10-30%,0,below normal
4106,less than a year,2022,18-30,male,bachelor's degree,above average,10-30%,0,normal
4107,less than a year,2022,18-30,male,bachelor's degree,above average,10-30%,0,above normal
4108,less than a year,2022,18-30,male,bachelor's degree,above average,10-30%,15,below normal
4109,less than a year,2022,18-30,male,bachelor's degree,above average,10-30%,15,normal
4110,less than a year,2022,18-30,male,bachelor's degree,above average,10-30%,15,above normal
4111,less than a year,2022,18-30,male,bachelor's degree,above average,10-30%,30,below normal
4112,less than a year,2022,18-30,male,bachelor's degree,above average,10-30%,30,normal
4113,less than a year,2022,18-30,male,bachelor's degree,above average,10-30%,30,above normal
4114,less than a year,2022,18-30,male,bachelor's degree,above average,31-50%,0,below normal
4115,less than a year,2022,18-30,male,bachelor's degree,above average,31-50%,0,normal
4116,less than a year,2022,18-30,male,bachelor's degree,above average,31-50%,0,above normal
4117,less than a year,2022,18-30,male,bachelor's degree,above average,31-50%,15,below normal
4118,less than a year,2022,18-30,male,bachelor's degree,above average,31-50%,15,normal
4119,less than a year,2022,18-30,male,bachelor's degree,above average,31-50%,15,above normal
4120,less than a year,2022,18-30,male,bachelor's degree,above average,31-50%,30,below normal
4121,less than a year,2022,18-30,male,bachelor's degree,above average,31-50%,30,normal
4122,less than a year,2022,18-30,male,bachelor's degree,above average,31-50%,30,above normal
4123,less than a year,2022,18-30,male,bachelor's degree,above average,51-70%,0,below normal
4124,less than a year,2022,18-30,male,bachelor's degree,above average,51-70%,0,normal
4125,less than a year,2022,18-30,male,bachelor's degree,above average,51-70%,0,above normal
4126,less than a year,2022,18-30,male,bachelor's degree,above average,51-70%,15,below normal
4127,less than a year,2022,18-30,male,bachelor's degree,above average,51-70%,15,normal
4128,less than a year,2022,18-30,male,bachelor's degree,above average,51-70%,15,above normal
4129,less than a year,2022,18-30,male,bachelor's degree,above average,51-70%,30,below normal
4130,less than a year,2022,18-30,male,bachelor's degree,above average,51-70%,30,normal
4131,less than a year,2022,18-30,male,bachelor's degree,above average,51-70%,30,above normal
4132,5-10 years,2019,above 60,male,master's degree,above average,10-30%,0,below normal
4133,5-10 years,2019,above 60,male,master's degree,above average,10-30%,0,normal
4134,5-10 years,2019,above 60,male,master's degree,above average,10-30%,0,above normal
4135,5-10 years,2019,above 60,male,master's degree,above average,10-30%,15,below normal
4136,5-10 years,2019,above 60,male,master's degree,above average,10-30%,15,normal
4137,5-10 years,2019,above 60,male,master's degree,above average,10-30%,15,above normal
4138,5-10 years,2019,above 60,male,master's degree,above average,10-30%,30,below normal
4139,5-10 years,2019,above 60,male,master's degree,above average,10-30%,30,normal
4140,5-10 years,2019,above 60,male,master's degree,above average,10-30%,30,above normal
4141,5-10 years,2019,above 60,male,master's degree,above average,31-50%,0,below normal
4142,5-10 years,2019,above 60,male,master's degree,above average,31-50%,0,normal
4143,5-10 years,2019,above 60,male,master's degree,above average,31-50%,0,above normal
4144,5-10 years,2019,above 60,male,master's degree,above average,31-50%,15,below normal
4145,5-10 years,2019,above 60,male,master's degree,above average,31-50%,15,normal
4146,5-10 years,2019,above 60,male,master's degree,above average,31-50%,15,above normal
4147,5-10 years,2019,above 60,male,master's degree,above average,31-50%,30,below normal
4148,5-10 years,2019,above 60,male,master's degree,above average,31-50%,30,normal
4149,5-10 years,2019,above 60,male,master's degree,above average,31-50%,30,above normal
4150,5-10 years,2019,above 60,male,master's degree,above average,51-70%,0,below normal
4151,5-10 years,2019,above 60,male,master's degree,above average,51-70%,0,normal
4152,5-10 years,2019,above 60,male,master's degree,above average,51-70%,0,above normal
4153,5-10 years,2019,above 60,male,master's degree,above average,51-70%,15,below normal
4154,5-10 years,2019,above 60,male,master's degree,above average,51-70%,15,normal
4155,5-10 years,2019,above 60,male,master's degree,above average,51-70%,15,above normal
4156,5-10 years,2019,above 60,male,master's degree,above average,51-70%,30,below normal
4157,5-10 years,2019,above 60,male,master's degree,above average,51-70%,30,normal
4158,5-10 years,2019,above 60,male,master's degree,above average,51-70%,30,above normal
4159,more than 10 years,2020,above 60,male,bachelor's degree,above average,10-30%,0,below normal
4160,more than 10 years,2020,above 60,male,bachelor's degree,above average,10-30%,0,normal
4161,more than 10 years,2020,above 60,male,bachelor's degree,above average,10-30%,0,above normal
4162,more than 10 years,2020,above 60,male,bachelor's degree,above average,10-30%,15,below normal
4163,more than 10 years,2020,above 60,male,bachelor's degree,above average,10-30%,15,normal
4164,more than 10 years,2020,above 60,male,bachelor's degree,above average,10-30%,15,above normal
4165,more than 10 years,2020,above 60,male,bachelor's degree,above average,10-30%,30,below normal
4166,more than 10 years,2020,above 60,male,bachelor's degree,above average,10-30%,30,normal
4167,more than 10 years,2020,above 60,male,bachelor's degree,above average,10-30%,30,above normal
4168,more than 10 years,2020,above 60,male,bachelor's degree,above average,31-50%,0,below normal
4169,more than 10 years,2020,above 60,male,bachelor's degree,above average,31-50%,0,normal
4170,more than 10 years,2020,above 60,male,bachelor's degree,above average,31-50%,0,above normal
4171,more than 10 years,2020,above 60,male,bachelor's degree,above average,31-50%,15,below normal
4172,more than 10 years,2020,above 60,male,bachelor's degree,above average,31-50%,15,normal
4173,more than 10 years,2020,above 60,male,bachelor's degree,above average,31-50%,15,above normal
4174,more than 10 years,2020,above 60,male,bachelor's degree,above average,31-50%,30,below normal
4175,more than 10 years,2020,above 60,male,bachelor's degree,above average,31-50%,30,normal
4176,more than 10 years,2020,above 60,male,bachelor's degree,above average,31-50%,30,above normal
4177,more than 10 years,2020,above 60,male,bachelor's degree,above average,51-70%,0,below normal
4178,more than 10 years,2020,above 60,male,bachelor's degree,above average,51-70%,0,normal
4179,more than 10 years,2020,above 60,male,bachelor's degree,above average,51-70%,0,above normal
4180,more than 10 years,2020,above 60,male,bachelor's degree,above average,51-70%,15,below normal
4181,more than 10 years,2020,above 60,male,bachelor's degree,above average,51-70%,15,normal
4182,more than 10 years,2020,above 60,male,bachelor's degree,above average,51-70%,15,above normal
4183,more than 10 years,2020,above 60,male,bachelor's degree,above average,51-70%,30,below normal
4184,more than 10 years,2020,above 60,male,bachelor's degree,above average,51-70%,30,normal
4185,more than 10 years,2020,above 60,male,bachelor's degree,above average,51-70%,30,above normal
4186,3-5 years,2021,18-30,male,doctoral degree,average,10-30%,0,below normal
4187,3-5 years,2021,18-30,male,doctoral degree,average,10-30%,0,normal
4188,3-5 years,2021,18-30,male,doctoral degree,average,10-30%,0,above normal
4189,3-5 years,2021,18-30,male,doctoral degree,average,10-30%,15,below normal
4190,3-5 years,2021,18-30,male,doctoral degree,average,10-30%,15,normal
4191,3-5 years,2021,18-30,male,doctoral degree,average,10-30%,15,above normal
4192,3-5 years,2021,18-30,male,doctoral degree,average,10-30%,30,below normal
4193,3-5 years,2021,18-30,male,doctoral degree,average,10-30%,30,normal
4194,3-5 years,2021,18-30,male,doctoral degree,average,10-30%,30,above normal
4195,3-5 years,2021,18-30,male,doctoral degree,average,31-50%,0,below normal
4196,3-5 years,2021,18-30,male,doctoral degree,average,31-50%,0,normal
4197,3-5 years,2021,18-30,male,doctoral degree,average,31-50%,0,above normal
4198,3-5 years,2021,18-30,male,doctoral degree,average,31-50%,15,below normal
4199,3-5 years,2021,18-30,male,doctoral degree,average,31-50%,15,normal
4200,3-5 years,2021,18-30,male,doctoral degree,average,31-50%,15,above normal
4201,3-5 years,2021,18-30,male,doctoral degree,average,31-50%,30,below normal
4202,3-5 years,2021,18-30,male,doctoral degree,average,31-50%,30,normal
4203,3-5 years,2021,18-30,male,doctoral degree,average,31-50%,30,above normal
4204,3-5 years,2021,18-30,male,doctoral degree,average,51-70%,0,below normal
4205,3-5 years,2021,18-30,male,doctoral degree,average,51-70%,0,normal
4206,3-5 years,2021,18-30,male,doctoral degree,average,51-70%,0,above normal
4207,3-5 years,2021,18-30,male,doctoral degree,average,51-70%,15,below normal
4208,3-5 years,2021,18-30,male,doctoral degree,average,51-70%,15,normal
4209,3-5 years,2021,18-30,male,doctoral degree,average,51-70%,15,above normal
4210,3-5 years,2021,18-30,male,doctoral degree,average,51-70%,30,below normal
4211,3-5 years,2021,18-30,male,doctoral degree,average,51-70%,30,normal
4212,3-5 years,2021,18-30,male,doctoral degree,average,51-70%,30,above normal
4213,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4214,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4215,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4216,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4217,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4218,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4219,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4220,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4221,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4222,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4223,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4224,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4225,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4226,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4227,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4228,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4229,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4230,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4231,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4232,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4233,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4234,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4235,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4236,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4237,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4238,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4239,5-10 years,2018,50-60,male,bachelor's degree,above average,,,
4240,1-3 years,2020,31-40,female,doctoral degree,below average,10-30%,0,below normal
4241,1-3 years,2020,31-40,female,doctoral degree,below average,10-30%,0,normal
4242,1-3 years,2020,31-40,female,doctoral degree,below average,10-30%,0,above normal
4243,1-3 years,2020,31-40,female,doctoral degree,below average,10-30%,15,below normal
